2026-04-18 21:49:55,TSLA,350.0,400.6199951171875,14.46%,PROFIT
2026-04-19 19:44:02,XYZ,50000.0,71.26000213623047,-99.86%,LOSS
2026-04-20 20:35:14,TSLA,300.0,390.489990234375,30.16%,PROFIT
2026-04-20 20:39:17,TSLA,300.0,389.29998779296875,29.77%,PROFIT
